date,floor_eth,floor_usd,eth_usd,floor_punk_index,active_asks,source
2022-05-01,60.95,172641.67,2832.513106895354,5152,1344,onchain-orderbook
2022-05-02,60.95,174316.72,2859.9953442837964,5152,1340,onchain-orderbook
2022-05-03,61,174459.72,2859.9953442837964,3512,1342,onchain-orderbook
2022-05-04,61.49,180906.8,2942.052313122658,3935,1340,onchain-orderbook
2022-05-05,60.95,167852.43,2753.936566546688,3935,1341,onchain-orderbook
2022-05-06,58.95,159147.74,2699.7072470893745,3935,1340,onchain-orderbook
2022-05-07,55.97,147829.59,2641.229106940243,4781,1346,onchain-orderbook
2022-05-08,56.66,142957.42,2523.074858921165,1189,1352,onchain-orderbook
2022-05-09,52.95,119131.73,2249.8909622207443,3935,1347,onchain-orderbook
2022-05-10,52.95,124157.04,2344.797715643986,3935,1359,onchain-orderbook
2022-05-11,51.95,108090.35,2080.661224146413,3935,1361,onchain-orderbook
2022-05-12,49.95,98236.62,1966.6991711336661,3935,1358,onchain-orderbook
2022-05-13,48.85,98345.69,2013.2178190166546,488,1361,onchain-orderbook
2022-05-14,48.85,100837.6,2064.229357512243,488,1351,onchain-orderbook
2022-05-15,53.8,115511.15,2147.047447880575,3149,1341,onchain-orderbook
2022-05-16,53.9,109195.4,2025.8886983912162,9846,1345,onchain-orderbook
2022-05-17,51.51,107922.66,2095.178884796724,3627,1344,onchain-orderbook
2022-05-18,52,99589.21,1915.1771232664505,6776,1341,onchain-orderbook
2022-05-19,51.9,104387.43,2011.3184265729594,9846,1341,onchain-orderbook
2022-05-20,50.95,100065.34,1963.9909395294865,9846,1338,onchain-orderbook
2022-05-21,50.9,100687.69,1978.1471325624789,3627,1340,onchain-orderbook
2022-05-22,50.8,103969.63,2046.6463496545232,9846,1338,onchain-orderbook
2022-05-23,48.95,96655.75,1974.5811944790914,8454,1335,onchain-orderbook
2022-05-24,47.6,94237.08,1979.770545006472,8454,1338,onchain-orderbook
2022-05-25,45.69,88833.52,1944.2662044828226,749,1351,onchain-orderbook
2022-05-26,45.99,83148.52,1807.9694742881136,2040,1347,onchain-orderbook
2022-05-27,46.5,80206.72,1724.8757340323443,9765,1346,onchain-orderbook
2022-05-28,45.95,82572.78,1797.0136874979341,9765,1348,onchain-orderbook
2022-05-29,45.89,83289.58,1814.9831598025937,9765,1354,onchain-orderbook
2022-05-30,47.65,95106.37,1995.9364841552344,7056,1345,onchain-orderbook
2022-05-31,47.69,92713.12,1944.078766836179,1299,1343,onchain-orderbook
2022-06-01,48.94,89277.17,1824.2168379733073,7313,1341,onchain-orderbook
2022-06-02,48.9,89204.2,1824.2168379733073,7313,1340,onchain-orderbook
2022-06-03,48.9,89779.63,1835.9842120027167,7056,1338,onchain-orderbook
2022-06-04,48.9,88228.4,1804.2616695112486,7056,1334,onchain-orderbook
2022-06-05,47.95,86565.64,1805.3313949894373,7056,1339,onchain-orderbook
2022-06-06,47.95,89195.69,1860.1813068416047,7056,1344,onchain-orderbook
2022-06-07,47.95,87221.46,1819.0084952818488,7056,1343,onchain-orderbook
2022-06-08,45.99,82530.88,1794.539625671828,8600,1342,onchain-orderbook
2022-06-09,47.45,84860.45,1788.4182866616045,7056,1335,onchain-orderbook
2022-06-10,48.4,80530.07,1663.844367412088,7056,1331,onchain-orderbook
2022-06-11,48.39,74038.57,1530.0386174317211,5252,1327,onchain-orderbook
2022-06-12,48.24,69568.97,1442.1428023560777,5252,1324,onchain-orderbook
2022-06-13,46.95,56602.7,1205.5952855404787,9259,1319,onchain-orderbook
2022-06-14,47.99,58248.21,1213.7572439085666,1299,1291,onchain-orderbook
2022-06-15,48.8,59231.35,1213.7572439085666,7056,1275,onchain-orderbook
2022-06-16,48.9,52254.71,1068.6035748646073,4117,1272,onchain-orderbook
2022-06-17,49.45,53772.59,1087.4133183384715,4117,1263,onchain-orderbook
2022-06-18,61.55,66930.29,1087.4133183384715,4073,1189,onchain-orderbook
2022-06-19,66.65,66381.69,995.974339837249,2787,1133,onchain-orderbook
2022-06-20,68.5,77545.73,1132.0543935828048,3964,1141,onchain-orderbook
2022-06-21,67.45,75851.67,1124.5613920165545,3890,1135,onchain-orderbook
2022-06-22,65,68319.81,1051.0740681589236,4815,1139,onchain-orderbook
2022-06-23,62.95,72045.06,1144.4807534808065,3964,1145,onchain-orderbook
2022-06-24,63.95,78614,1229.3040854466553,3964,1143,onchain-orderbook
2022-06-25,65.95,82060.68,1244.2862044953927,8454,1140,onchain-orderbook
2022-06-26,67.58,81179.65,1201.237790641909,9021,1131,onchain-orderbook
2022-06-27,66.95,79892.27,1193.312511296306,3964,1139,onchain-orderbook
2022-06-28,66.45,79295.62,1193.312511296306,3964,1144,onchain-orderbook
2022-06-29,65.95,72472.82,1098.9055176105344,3964,1148,onchain-orderbook
2022-06-30,65.95,69805.22,1058.456752847504,3964,1153,onchain-orderbook
2022-07-01,65.95,70751.24,1072.801274689286,3964,1152,onchain-orderbook
2022-07-02,66.49,70977.15,1067.4860675817192,3149,1149,onchain-orderbook
2022-07-03,67,71998.69,1074.6073175787587,8168,1147,onchain-orderbook
2022-07-04,66.95,77130.48,1152.0609113194787,3149,1150,onchain-orderbook
2022-07-05,66.95,77130.48,1152.0609113194787,3149,1148,onchain-orderbook
2022-07-06,66.95,75953.55,1134.4816471596089,3149,1148,onchain-orderbook
2022-07-07,67.45,83663.52,1240.3784056617153,3149,1150,onchain-orderbook
2022-07-08,71.95,88082.58,1224.2193343721656,4742,1135,onchain-orderbook
2022-07-09,74.65,91387.97,1224.2193343721656,4742,1115,onchain-orderbook
2022-07-10,77.69,94609.86,1217.786906804585,5432,1105,onchain-orderbook
2022-07-11,75.95,88757.45,1168.63003508845,3329,1116,onchain-orderbook
2022-07-12,76.8,84229.28,1096.7354583628346,3329,1091,onchain-orderbook
2022-07-13,77.95,81089.72,1040.2786958520558,3329,1101,onchain-orderbook
2022-07-14,77.93,86881.25,1114.8626548444904,3529,1093,onchain-orderbook
2022-07-15,78.95,97432.13,1234.0991389763224,6221,1106,onchain-orderbook
2022-07-16,83.4,113058.45,1355.6168597645387,5060,1098,onchain-orderbook
2022-07-17,83.72,113492.24,1355.6168597645387,9606,1095,onchain-orderbook
2022-07-18,83.55,112072.39,1341.3810554755378,3798,1121,onchain-orderbook
2022-07-19,82.49,129866.84,1574.334342849577,3529,1132,onchain-orderbook
2022-07-20,82.49,127246.05,1542.563363036625,3529,1140,onchain-orderbook
2022-07-21,79.45,120764.61,1520.0076882232072,6221,1151,onchain-orderbook
2022-07-22,79.4,125012.44,1574.4639833992205,4430,1154,onchain-orderbook
2022-07-23,78.95,122128.64,1546.911163307475,6221,1151,onchain-orderbook
2022-07-24,78.4,121647.12,1551.6214408281025,7789,1150,onchain-orderbook
2022-07-25,76.8,122859.18,1599.7289479243004,9396,1153,onchain-orderbook
2022-07-26,73.5,106110.3,1443.6774859243485,4430,1150,onchain-orderbook
2022-07-27,71.95,104020.14,1445.7282048859022,3334,1148,onchain-orderbook
2022-07-28,70.69,115771.26,1637.7318407625414,4430,1155,onchain-orderbook
2022-07-29,68.95,118978.58,1725.577697180815,3334,1158,onchain-orderbook
2022-07-30,68.4,116060.1,1696.7850982136515,3334,1160,onchain-orderbook
2022-07-31,68,114376.77,1682.011373614746,5060,1156,onchain-orderbook
2022-08-01,73.95,120803.03,1633.5771600628257,3334,1154,onchain-orderbook
2022-08-02,74.69,122370.5,1638.3786826572205,3149,1160,onchain-orderbook
2022-08-03,77.55,125752.96,1621.572638172034,5614,1157,onchain-orderbook
2022-08-04,75.95,123158.44,1621.572638172034,5614,1166,onchain-orderbook
2022-08-05,74.69,120351.12,1611.3418628221918,6221,1173,onchain-orderbook
2022-08-06,74.5,128907.95,1730.3080326496706,5060,1170,onchain-orderbook
2022-08-07,74.5,126037.79,1691.7824248245527,5060,1171,onchain-orderbook
2022-08-08,74.5,126754.9,1701.4080063235397,5060,1175,onchain-orderbook
2022-08-09,73.95,125467.76,1696.6566739956986,6584,1174,onchain-orderbook
2022-08-10,74.68,126706.32,1696.6566739956986,6481,1164,onchain-orderbook
2022-08-11,74.68,138385.29,1853.0435771568502,6481,1158,onchain-orderbook
2022-08-12,71.95,140973.86,1959.3309247187408,3149,1150,onchain-orderbook
2022-08-13,69.95,138659.18,1982.261379179308,3149,1146,onchain-orderbook
2022-08-14,69.95,135472.25,1936.7011636052605,3149,1150,onchain-orderbook
2022-08-15,69.95,133098.4,1902.7647975764755,3149,1149,onchain-orderbook
2022-08-16,68.5,130339.39,1902.7647975764755,3149,1150,onchain-orderbook
2022-08-17,68.69,129145.52,1880.121051575579,3149,1149,onchain-orderbook
2022-08-18,67.45,123890.61,1836.7769774706096,3149,1148,onchain-orderbook
2022-08-19,65.5,121153.68,1849.6745763236656,3149,1152,onchain-orderbook
2022-08-20,67.95,109562.3,1612.3958096170347,6584,1147,onchain-orderbook
2022-08-21,66.45,104832.11,1577.608862411428,6584,1151,onchain-orderbook
2022-08-22,66.45,107694.05,1620.6779443669527,5773,1156,onchain-orderbook
2022-08-23,65.95,106993.97,1622.349775543379,2595,1153,onchain-orderbook
2022-08-24,67.45,112373.97,1666.0336124241178,2595,1145,onchain-orderbook
2022-08-25,67.49,111872.38,1657.6140998209726,7938,1142,onchain-orderbook
2022-08-26,67.49,101922.66,1510.1891114840514,7938,1140,onchain-orderbook
2022-08-27,67.49,100794.3,1493.4702030938329,7938,1140,onchain-orderbook
2022-08-28,67.45,100734.57,1493.4702030938329,4091,1140,onchain-orderbook
2022-08-29,67.45,96841.58,1435.7535603062865,4889,1138,onchain-orderbook
2022-08-30,67.45,104904.23,1555.2888259173828,9851,1134,onchain-orderbook
2022-08-31,66.95,104407.93,1559.4910664029337,6584,1137,onchain-orderbook
2022-09-01,66.45,103233.79,1553.5559643969295,6584,1140,onchain-orderbook
2022-09-02,65.95,104641.6,1586.6808780836714,6584,1138,onchain-orderbook
2022-09-03,65,102531.74,1577.4113280397273,6588,1133,onchain-orderbook
2022-09-04,64.95,101142.25,1557.232428419976,6584,1136,onchain-orderbook
2022-09-05,64.95,102552.76,1578.9493013433012,5773,1133,onchain-orderbook
2022-09-06,62.95,98488.99,1564.5589540302462,6584,1140,onchain-orderbook
2022-09-07,64.94,105844.62,1629.8832311636493,6584,1137,onchain-orderbook
2022-09-08,62,101376.39,1635.1030730379791,7506,1136,onchain-orderbook
2022-09-09,61.95,101294.64,1635.1030730379791,3269,1136,onchain-orderbook
2022-09-10,61.95,106491.03,1718.9835506228342,3269,1134,onchain-orderbook
2022-09-11,61.95,110211.6,1779.0410937352867,8855,1120,onchain-orderbook
2022-09-12,61.95,109078.41,1760.7492036437654,8855,1119,onchain-orderbook
2022-09-13,63.95,100606.47,1573.2052136951713,3269,1107,onchain-orderbook
2022-09-14,65.99,107988.47,1636.4369060900426,2675,1065,onchain-orderbook
2022-09-15,65.95,107923.01,1636.4369060900426,5843,997,onchain-orderbook
2022-09-16,63,90229.6,1432.215807478607,7506,1014,onchain-orderbook
2022-09-17,63,92652.7,1470.6778100057832,6273,1018,onchain-orderbook
2022-09-18,62.95,92579.17,1470.6778100057832,5843,1029,onchain-orderbook
2022-09-19,64.95,86787.02,1336.2127433516657,2934,1049,onchain-orderbook
2022-09-20,63.95,84681.99,1324.1905646155858,7506,1049,onchain-orderbook
2022-09-21,63.95,80082.41,1252.265944150707,7506,1048,onchain-orderbook
2022-09-22,63.95,80082.41,1252.265944150707,7506,1049,onchain-orderbook
2022-09-23,63.9,84907.69,1328.7588806846718,3269,1054,onchain-orderbook
2022-09-24,63.95,85070.05,1330.2587236347013,7506,1048,onchain-orderbook
2022-09-25,63.95,82756.1,1294.0750952797787,7506,1046,onchain-orderbook
2022-09-26,64.9,86676.64,1335.541401993729,3269,1049,onchain-orderbook
2022-09-27,65.89,87709.49,1331.1501769338627,7506,1045,onchain-orderbook
2022-09-28,67.69,90745.88,1340.6097787518488,7709,1041,onchain-orderbook
2022-09-29,64.95,87072.61,1340.6097787518488,7506,1050,onchain-orderbook
2022-09-30,62.95,84031.54,1334.8933293811572,7506,1053,onchain-orderbook
2022-10-01,63,83801.95,1330.189678814932,1403,1050,onchain-orderbook
2022-10-02,63,80507.78,1277.901345279672,1403,1053,onchain-orderbook
2022-10-03,65.95,87272.35,1323.3107852938106,8444,1057,onchain-orderbook
2022-10-04,66.69,88251.6,1323.3107852938106,1403,1064,onchain-orderbook
2022-10-05,66.21,89554.75,1352.5865243024869,1617,1066,onchain-orderbook
2022-10-06,66.69,90126.69,1351.4273691979538,4704,1070,onchain-orderbook
2022-10-07,65.94,87363.56,1324.8947380290601,2595,1069,onchain-orderbook
2022-10-08,66.45,87442.47,1315.9137942634918,1403,1070,onchain-orderbook
2022-10-09,66.6,87639.86,1315.9137942634918,9691,1066,onchain-orderbook
2022-10-10,66.6,88087.12,1322.6294118962744,9691,1068,onchain-orderbook
2022-10-11,66.58,85970.83,1291.241112588874,1581,1072,onchain-orderbook
2022-10-12,66.49,85107.39,1280.0028459274795,6481,1074,onchain-orderbook
2022-10-13,66.49,85650.03,1288.1640147020812,2941,1077,onchain-orderbook
2022-10-14,65.99,85656.34,1298.02,3911,1081,onchain-orderbook
2022-10-15,65.95,84132,1275.6937773947975,1581,1082,onchain-orderbook
2022-10-16,65,84940.41,1306.775613334242,3911,1080,onchain-orderbook
2022-10-17,66.58,87005.12,1306.775613334242,6998,1087,onchain-orderbook
2022-10-18,66.58,88702.19,1332.2647314829262,6998,1087,onchain-orderbook
2022-10-19,65.5,85801.13,1309.9408795534412,9691,1084,onchain-orderbook
2022-10-20,66.59,85395.68,1282.41,2486,1090,onchain-orderbook
2022-10-21,66.59,86574.32,1300.11,2486,1096,onchain-orderbook
2022-10-22,66.98,87996.17,1313.767778723105,7212,1095,onchain-orderbook
2022-10-23,66.95,91352.4,1364.4868713063736,1512,1094,onchain-orderbook
2022-10-24,65,87347.14,1343.8022238712024,7495,1096,onchain-orderbook
2022-10-25,66.89,89886.93,1343.8022238712024,7495,1094,onchain-orderbook
2022-10-26,65.95,96355.76,1461.042646033279,5637,1101,onchain-orderbook
2022-10-27,64.5,101112.78,1567.64,2462,1094,onchain-orderbook
2022-10-28,66.69,100953.99,1513.78,6755,1092,onchain-orderbook
2022-10-29,65.99,102531.3,1553.74,6606,1098,onchain-orderbook
2022-10-30,65.1,103577.47,1591.0517734961002,4117,1098,onchain-orderbook
2022-10-31,66.66,104854.81,1572.979514885975,4117,1092,onchain-orderbook
2022-11-01,66.79,105553.5,1580.3787334402593,8656,1088,onchain-orderbook
2022-11-02,66.79,101563.44,1520.6383643789845,8656,1089,onchain-orderbook
2022-11-03,66.81,102332.51,1531.694447683733,1512,1090,onchain-orderbook
2022-11-04,66.3,101551.34,1531.694447683733,5637,1092,onchain-orderbook
2022-11-05,65.69,108025.82,1644.4788432709352,1617,1098,onchain-orderbook
2022-11-06,64.95,105736.38,1627.965798729485,8656,1099,onchain-orderbook
2022-11-07,64.65,101572.35,1571.1114148024405,8656,1097,onchain-orderbook
2022-11-08,64.5,86061.57,1334.2879331082395,1617,1087,onchain-orderbook
2022-11-09,62.62,69252.33,1105.9139715386345,4930,1076,onchain-orderbook
2022-11-10,66.75,73819.76,1105.9139715386345,9748,1081,onchain-orderbook
2022-11-11,66.5,86561.68,1301.6794034386164,8249,1080,onchain-orderbook
2022-11-12,64.95,81561.61,1255.76,4700,1086,onchain-orderbook
2022-11-13,64.95,79335.54,1221.4864454622398,4700,1090,onchain-orderbook
2022-11-14,64.49,80095.94,1241.99,9519,1087,onchain-orderbook
2022-11-15,66.5,83381.32,1253.8544392714662,8249,1081,onchain-orderbook
2022-11-16,66.5,83381.32,1253.8544392714662,8249,1080,onchain-orderbook
2022-11-17,66.77,81267.37,1217.1239613496807,5701,1079,onchain-orderbook
2022-11-18,66.5,79914.61,1201.7234305421123,1306,1078,onchain-orderbook
2022-11-19,65.95,80386.04,1218.8936571112463,1306,1079,onchain-orderbook
2022-11-20,64,73215.87,1143.9979387796009,7647,1078,onchain-orderbook
2022-11-21,61.99,70916.43,1143.9979387796009,7212,1089,onchain-orderbook
2022-11-22,63.45,70432.04,1110.0400946661234,1306,1095,onchain-orderbook
2022-11-23,65.95,75140.78,1139.3597540985886,6481,1088,onchain-orderbook
2022-11-24,66.19,78495.78,1185.9159377338015,4560,1084,onchain-orderbook
2022-11-25,66.19,79360.19,1198.9755884889066,8542,1080,onchain-orderbook
2022-11-26,66,79624.34,1206.4293749001572,8238,1076,onchain-orderbook
2022-11-27,65.95,78889.14,1196.1962195659255,2787,1077,onchain-orderbook
2022-11-28,65.98,77191.4,1169.9211284668527,4329,1076,onchain-orderbook
2022-11-29,65.94,77144.6,1169.9211284668527,1512,1069,onchain-orderbook
2022-11-30,65.49,79728.05,1217.4080089462288,2941,1075,onchain-orderbook
2022-12-01,65.49,83607.11,1276.6393714030964,2941,1075,onchain-orderbook
2022-12-02,65.46,85034.73,1299.0333859445502,7647,1078,onchain-orderbook
2022-12-03,65.66,85294.53,1299.0333859445502,749,1082,onchain-orderbook
2022-12-04,65.3,81183.78,1243.2431539042907,9691,1078,onchain-orderbook
2022-12-05,65.3,82266.25,1259.82,9691,1081,onchain-orderbook
2022-12-06,63.95,81340.27,1271.9354761263946,6481,1092,onchain-orderbook
2022-12-07,63.95,78839.36,1232.8281223743709,6481,1093,onchain-orderbook
2022-12-08,62.95,77606.53,1232.8281223743709,4322,1089,onchain-orderbook
2022-12-09,64.95,82102,1264.08,5766,1087,onchain-orderbook
2022-12-10,64.9,82214.67,1266.79,9691,1081,onchain-orderbook
2022-12-11,64.8,81927.81,1264.317985551174,9691,1082,onchain-orderbook
2022-12-12,64.5,82146.71,1273.5924317897045,1527,1084,onchain-orderbook
2022-12-13,64.5,82146.71,1273.5924317897045,1527,1082,onchain-orderbook
2022-12-14,64.5,85181.77,1320.647589314624,1527,1082,onchain-orderbook
2022-12-15,63.69,83332.83,1308.4131547914335,749,1081,onchain-orderbook
2022-12-16,63.69,80549.92,1264.7185220307224,749,1082,onchain-orderbook
2022-12-17,63.69,74414.66,1168.3884138173034,749,1080,onchain-orderbook
2022-12-18,63.69,75617.23,1187.27,749,1082,onchain-orderbook
2022-12-19,63.68,75337.39,1183.06208665165,1618,1092,onchain-orderbook
2022-12-20,63.67,74411.27,1168.7022149270513,749,1093,onchain-orderbook
2022-12-21,62.5,76163.79,1218.6206878905346,1527,1086,onchain-orderbook
2022-12-22,62.3,75640.85,1214.13885527762,1527,1089,onchain-orderbook
2022-12-23,62.72,76562.41,1220.701744919786,1527,1083,onchain-orderbook
2022-12-24,62.72,76586.3,1221.0825967667047,1527,1077,onchain-orderbook
2022-12-25,63.95,78088.23,1221.0825967667047,1618,1078,onchain-orderbook
2022-12-26,62.1,75731.51,1219.5089638236643,1527,1079,onchain-orderbook
2022-12-27,62.99,76320.57,1211.63,1096,1079,onchain-orderbook
2022-12-28,64.95,77281.69,1189.8644123131528,4721,1074,onchain-orderbook
2022-12-29,65.46,77888.52,1189.8644123131528,6481,1071,onchain-orderbook
2022-12-30,65.44,78632.4,1201.5953341447441,9691,1068,onchain-orderbook
2022-12-31,65.47,78526.63,1199.4291454296608,4721,1068,onchain-orderbook
2023-01-01,65.47,78331.25,1196.4449242192643,4721,1069,onchain-orderbook
2023-01-02,65.44,78591.35,1200.9681267569927,9691,1068,onchain-orderbook
2023-01-03,65.44,79468.96,1214.3789459253508,9691,1065,onchain-orderbook
2023-01-04,65.8,82665.2,1256.31,9691,1060,onchain-orderbook
2023-01-05,66.29,82915.02,1250.7922522355914,6359,1055,onchain-orderbook
2023-01-06,66.69,84676.59,1269.7044907704344,6481,1053,onchain-orderbook
2023-01-07,66.88,84592.29,1264.8369433837202,6383,1060,onchain-orderbook
2023-01-08,66.75,85936.45,1287.4374073483102,7130,1061,onchain-orderbook
2023-01-09,66.79,85987.94,1287.4374073483102,6481,1071,onchain-orderbook
2023-01-10,66.79,88312.22,1322.2371638639402,6481,1069,onchain-orderbook
2023-01-11,66.78,89195.83,1335.6668643642906,6383,1077,onchain-orderbook
2023-01-12,66.5,94239.47,1417.134908743914,9691,1071,onchain-orderbook
2023-01-13,66.19,96199.02,1453.3769102089225,5348,1071,onchain-orderbook
2023-01-14,66.19,102535.69,1549.111474081304,5348,1074,onchain-orderbook
2023-01-15,66.9,103958.21,1553.9343965480978,6572,1063,onchain-orderbook
2023-01-16,67.48,104859.49,1553.9343965480978,6572,1070,onchain-orderbook
2023-01-17,66.93,105502.95,1576.317849370702,6383,1070,onchain-orderbook
2023-01-18,66.94,104905.21,1567.1528588492292,5348,1063,onchain-orderbook
2023-01-19,67.42,102231.2,1516.3334168518509,4704,1055,onchain-orderbook
2023-01-20,66.98,103958.22,1552.0785952767906,4704,1058,onchain-orderbook
2023-01-21,66.69,110752.75,1660.71,5766,1069,onchain-orderbook
2023-01-22,66.49,108089.43,1625.6494400624342,5348,1058,onchain-orderbook
2023-01-23,64.99,105947.35,1630.21,5919,1055,onchain-orderbook
2023-01-24,64.19,99947.67,1557.0597608721732,5919,1039,onchain-orderbook
2023-01-25,65.93,106255.9,1611.6472257874357,5919,1037,onchain-orderbook
2023-01-26,65.91,106223.67,1611.6472257874357,1143,1037,onchain-orderbook
2023-01-27,66.27,106275.59,1603.6757156215774,1189,1038,onchain-orderbook
2023-01-28,66.27,104246.91,1573.0634394330648,1189,1040,onchain-orderbook
2023-01-29,66.2,109088.99,1647.87,4704,1040,onchain-orderbook
2023-01-30,66.28,103969.97,1568.64771349631,6383,1035,onchain-orderbook
2023-01-31,64.99,101946.41,1568.64771349631,4841,1051,onchain-orderbook
2023-02-01,65.88,104495.75,1586.1528857850815,431,1043,onchain-orderbook
2023-02-02,63.99,105371.69,1646.69,4841,1050,onchain-orderbook
2023-02-03,64.69,107673.98,1664.4610376798676,4841,1051,onchain-orderbook
2023-02-04,64.69,107673.98,1664.4610376798676,4841,1059,onchain-orderbook
2023-02-05,63.98,104487.66,1633.13,6383,1063,onchain-orderbook
2023-02-06,63.95,103353.43,1616.16,3796,1067,onchain-orderbook
2023-02-07,63.95,107000.5,1673.19,5060,1069,onchain-orderbook
2023-02-08,63.95,105583.89,1651.0381775107403,5060,1069,onchain-orderbook
2023-02-09,63.49,98173.95,1546.29,5060,1071,onchain-orderbook
2023-02-10,63.29,95885.62,1515.02,5060,1064,onchain-orderbook
2023-02-11,61.98,93900.94,1515.02,5637,1065,onchain-orderbook
2023-02-12,61.89,93784.06,1515.3346311806397,5060,1062,onchain-orderbook
2023-02-13,61.88,93261.82,1507.14,5637,1049,onchain-orderbook
2023-02-14,63.68,99195.61,1557.72,5060,1049,onchain-orderbook
2023-02-15,63.97,107158.16,1675.1315221601417,5919,1049,onchain-orderbook
2023-02-16,63.99,105669.25,1651.34,6383,1048,onchain-orderbook
2023-02-17,63.99,108706.35,1698.8021074898058,6383,1049,onchain-orderbook
2023-02-18,63.99,108706.35,1698.8021074898058,6383,1047,onchain-orderbook
2023-02-19,63.99,108250.6,1691.68,6383,1044,onchain-orderbook
2023-02-20,63.99,107455.6,1679.2561185130237,6383,1046,onchain-orderbook
2023-02-21,63.98,108778.71,1700.1986814992663,6572,1041,onchain-orderbook
2023-02-22,63.95,105980.5,1657.24,6732,1040,onchain-orderbook
2023-02-23,63.95,105635.81,1651.850006691427,6732,1044,onchain-orderbook
2023-02-24,63.95,102848.8,1608.2689403869492,6732,1044,onchain-orderbook
2023-02-25,63.95,102848.8,1608.2689403869492,6732,1044,onchain-orderbook
2023-02-26,63.95,104905.5,1640.43,6732,1041,onchain-orderbook
2023-02-27,63.95,104443.35,1633.2033212001768,6732,1047,onchain-orderbook
2023-02-28,63.95,102595.62,1604.31,6732,1050,onchain-orderbook
2023-03-01,63.95,106420.47,1664.12,6732,1048,onchain-orderbook
2023-03-02,63.5,104669.59,1648.34,2431,1055,onchain-orderbook
2023-03-03,63.49,99698.46,1570.3017999164865,6732,1059,onchain-orderbook
2023-03-04,63.5,99572.45,1568.07,2431,1055,onchain-orderbook
2023-03-05,64.95,101635.06,1564.82,7941,1042,onchain-orderbook
2023-03-06,66.99,104995.44,1567.33,4739,1025,onchain-orderbook
2023-03-07,67.45,105415.58,1562.87,2372,1024,onchain-orderbook
2023-03-08,65.87,101080.15,1534.54,1917,1028,onchain-orderbook
2023-03-09,65.86,101064.8,1534.54,2996,1031,onchain-orderbook
2023-03-10,65.49,93411.01,1426.34,5196,1024,onchain-orderbook
2023-03-11,65.49,96418.96,1472.27,5196,1007,onchain-orderbook
2023-03-12,67,106456.3,1588.9,2040,1002,onchain-orderbook
2023-03-13,66.69,111969.84,1678.96,1849,1004,onchain-orderbook
2023-03-14,67,114208.19,1704.5998680248742,5461,1004,onchain-orderbook
2023-03-15,67.25,114634.34,1704.5998680248742,5222,1007,onchain-orderbook
2023-03-16,67.99,112691.39,1657.47,9575,1009,onchain-orderbook
2023-03-17,70.4,118263.3,1679.876421733345,3960,985,onchain-orderbook
2023-03-18,74.47,131805.94,1769.92,7837,979,onchain-orderbook
2023-03-19,74.7,134039.44,1794.37,9001,980,onchain-orderbook
2023-03-20,65.99,115207.32,1745.83,1715,988,onchain-orderbook
2023-03-21,62.69,113693.33,1813.58,5196,988,onchain-orderbook
2023-03-22,63.95,115978.44,1813.58,5455,990,onchain-orderbook
2023-03-23,61.99,108258.97,1746.3940813632087,5831,1001,onchain-orderbook
2023-03-24,59.1,104079.24,1761.07,5333,997,onchain-orderbook
2023-03-25,58.99,103516.83,1754.82,9575,995,onchain-orderbook
2023-03-26,60.95,108331.31,1777.38,5196,998,onchain-orderbook
2023-03-27,62.99,108141.86,1716.81,7003,997,onchain-orderbook
2023-03-28,65.55,112536.9,1716.81,5917,993,onchain-orderbook
2023-03-29,65.55,116355.84,1775.07,5917,994,onchain-orderbook
2023-03-30,64.99,116672.65,1795.24,3446,1000,onchain-orderbook
2023-03-31,64.5,117643.49,1823.93,8924,1007,onchain-orderbook
2023-04-01,64.5,117652.52,1824.07,7711,1012,onchain-orderbook
2023-04-02,59.98,107830.84,1797.78,2372,1019,onchain-orderbook
2023-04-03,59.98,108587.19,1810.39,3433,1019,onchain-orderbook
2023-04-04,61.97,116119.39,1873.8,9550,1020,onchain-orderbook
2023-04-05,59,112723.63,1910.57,8924,1039,onchain-orderbook
2023-04-06,59.99,112321.68,1872.34,3486,1043,onchain-orderbook
2023-04-07,57.98,108206.91,1866.28,2153,1048,onchain-orderbook
2023-04-08,57.6,106651.58,1851.59,4329,1050,onchain-orderbook
2023-04-09,57.99,107908.37,1860.81,3446,1054,onchain-orderbook
2023-04-10,57.99,110815.41,1910.94,3446,1051,onchain-orderbook
2023-04-11,57.99,109757.09,1892.69,3446,1070,onchain-orderbook
2023-04-12,57.99,111318.18,1919.61,3446,1076,onchain-orderbook
2023-04-13,55.99,112656.92,2012.09,3486,1086,onchain-orderbook
2023-04-14,55.5,116791.98,2104.36,9174,1081,onchain-orderbook
2023-04-15,55.4,116012.59,2094.09,9662,1084,onchain-orderbook
2023-04-16,52.99,112332.97,2119.89,9050,1088,onchain-orderbook
2023-04-17,53.2,110525.13,2077.54,3735,1086,onchain-orderbook
2023-04-18,52.5,110495.18,2104.67,4434,1086,onchain-orderbook
2023-04-19,51,98819.13,1937.63,9475,1085,onchain-orderbook
2023-04-20,50.01,97191.43,1943.44,9475,1084,onchain-orderbook
2023-04-21,46.3,85602.22,1848.86,4449,1075,onchain-orderbook
2023-04-22,51.49,96663.21,1877.32,4434,1065,onchain-orderbook
2023-04-23,49.99,93153.37,1863.44,376,1064,onchain-orderbook
2023-04-24,49.99,92098.08,1842.33,376,1065,onchain-orderbook
2023-04-25,49.99,93412.81,1868.63,376,1064,onchain-orderbook
